,truck_no,load_date,end_point
29798,鲁L70696,2021-11-22 12:28:54,P000017954
29805,苏GR0878,2021-11-22 12:34:00,P000017982
29807,鲁L58317,2021-11-22 12:34:06,P000019549
29812,鲁L15186,2021-11-22 12:40:46,P000001535
29819,鲁L68980,2021-11-22 12:44:09,P000017954
29821,鲁L68207,2021-11-22 12:46:31,P000017812
29822,鲁L78667,2021-11-22 12:48:31,P000015400
29828,鲁L69832,2021-11-22 12:50:43,P000017662
29830,鲁L67903,2021-11-22 12:53:02,P000017812
29832,鲁L13613,2021-11-22 12:55:08,P000017982
29834,鲁Q158KT,2021-11-22 12:56:06,P000017982
29841,鲁Q965ET,2021-11-22 13:02:41,P000017982
29857,鲁L60055,2021-11-22 13:15:32,P000017954
29866,苏GG9595,2021-11-22 13:26:00,P000017982
29873,鲁L73762,2021-11-22 13:33:31,P000051459
29874,苏GW9969,2021-11-22 13:36:00,P000017982
29880,鲁L95176,2021-11-22 13:36:44,P000013819
29881,鲁L83973,2021-11-22 13:36:51,P000015400
29883,鲁L90009,2021-11-22 13:37:10,P000015400
29889,鲁L71267,2021-11-22 13:40:08,P000051459
29891,苏GQ5895,2021-11-22 13:41:58,P000018362
29893,鲁L79123,2021-11-22 13:42:24,P000001388
29894,苏GT7761,2021-11-22 13:44:00,P000017982
29896,鲁L86785,2021-11-22 13:44:36,P000015400
29898,鲁L68093,2021-11-22 13:46:32,P000051459
29904,鲁L67653,2021-11-22 13:50:32,P000017954
29914,鲁L58703,2021-11-22 13:58:07,P000051729
29915,鲁L58703,2021-11-22 13:58:07,P000051729
29917,鲁L97810,2021-11-22 14:00:03,P000015400
29919,苏GR9150,2021-11-22 14:02:00,P000018362
29920,苏GR9150,2021-11-22 14:02:00,P000018362
29921,鲁L69112,2021-11-22 14:02:02,P000017662
29928,苏GP0612,2021-11-22 14:08:00,P000051729
29931,苏GK2859,2021-11-22 14:10:09,P000051729
29934,鲁L92226,2021-11-22 14:12:02,P000042580
29936,鲁L85233,2021-11-22 14:12:31,P000015400
29940,苏GK5897,2021-11-22 14:14:03,P000061093
29944,苏GP9065,2021-11-22 14:16:07,P000051729
29949,鲁L58753,2021-11-22 14:23:30,P000051729
29951,鲁L67952,2021-11-22 14:23:49,P000014202
29961,鲁L58215,2021-11-22 14:30:07,P000051729
29962,苏GQ5895,2021-11-22 14:30:27,P000018362
29966,苏GX0167,2021-11-22 14:34:00,P000019549
29968,鲁L89662,2021-11-22 14:34:32,P000015400
29971,苏GX1913,2021-11-22 14:38:00,P000061093
29972,苏GX1913,2021-11-22 14:38:00,P000019549
29980,鲁L67973,2021-11-22 14:41:02,P000015059
30001,苏GH8195,2021-11-22 14:54:00,P000018362
30012,鲁L90758,2021-11-22 15:08:02,P000042106
30015,鲁L87101,2021-11-22 15:15:31,P000015400
30017,鲁L92861,2021-11-22 15:16:32,P000042106
30033,苏GQ6109,2021-11-22 15:28:00,P000019549
30034,苏GQ6109,2021-11-22 15:28:00,P000061093
30037,鲁L68321,2021-11-22 15:31:32,P000072182
30038,鲁L71578,2021-11-22 15:32:00,P000019549
30039,鲁L71578,2021-11-22 15:32:00,P000061093
30047,苏GK5897,2021-11-22 15:40:00,P000018362
30053,鲁L90656,2021-11-22 15:43:32,P000017760
30056,鲁L15932,2021-11-22 15:50:00,P000017982
30061,苏GG8688,2021-11-22 15:54:54,P000017982
30062,鲁L57720,2021-11-22 15:55:02,P000017760
30068,鲁L69917,2021-11-22 15:59:09,P000017760
30071,鲁L79710,2021-11-22 16:00:32,P000015400
30074,鲁L88817,2021-11-22 16:03:32,P000015400
30077,鲁L71972,2021-11-22 16:05:02,P000024571
30083,苏GD3659,2021-11-22 16:08:13,P000061093
30084,苏GD3659,2021-11-22 16:08:13,P000019549
30088,鲁LD1025,2021-11-22 16:09:37,P000015400
30089,鲁L79950,2021-11-22 16:10:05,P000021313
30092,鲁L59103,2021-11-22 16:11:50,P000017982
30098,鲁L70695,2021-11-22 16:14:01,P000019562
30106,鲁L99737,2021-11-22 16:26:01,P000015400
30117,鲁L88023,2021-11-22 16:41:01,P000015400
30120,苏GR0090,2021-11-22 16:44:00,P000017982
30121,鲁L93323,2021-11-22 16:45:02,P000050429
30129,鲁L76155,2021-11-22 16:52:27,P000015400
30131,鲁L75905,2021-11-22 16:55:02,P000050429
30136,苏GU1260,2021-11-22 16:58:24,P000019549
30137,苏GU1260,2021-11-22 16:58:24,P000061093
30151,鲁L79113,2021-11-22 17:04:32,P000042804
30159,苏GW5162,2021-11-22 17:10:00,P000051729
30160,鲁L69152,2021-11-22 17:10:02,P000017760
30170,苏GS0550,2021-11-22 17:18:00,P000051729
30171,鲁L86708,2021-11-22 17:18:02,P000015400
30187,鲁L72192,2021-11-22 17:27:02,P000050429
30189,苏GY6196,2021-11-22 17:28:00,P000051729
30192,苏GP0782,2021-11-22 17:30:00,P000051729
30194,鲁L71631,2021-11-22 17:30:32,P000072197
30204,鲁L89670,2021-11-22 17:36:00,P000061093
30210,苏GM7268,2021-11-22 17:40:03,P000051729
30213,鲁L72576,2021-11-22 17:42:00,P000051729
30215,苏GX2975,2021-11-22 17:46:00,P000051729
30224,苏GG1611,2021-11-22 17:51:32,P000019549
30225,苏GG1611,2021-11-22 17:51:32,P000061093
30227,鲁L63875,2021-11-22 17:53:01,P000017760
30228,鲁L58163,2021-11-22 17:54:00,P000051729
30244,琼E18577,2021-11-22 18:04:00,P000051288
30257,鲁L83198,2021-11-22 18:08:02,P000024571
30260,鲁L68703,2021-11-22 18:10:02,P000014202
30261,苏GL9923,2021-11-22 18:14:00,P000051729
30267,鲁L69157,2021-11-22 18:16:31,P000015227
30268,苏GM1285,2021-11-22 18:17:19,P000061093
30269,苏GM1285,2021-11-22 18:17:19,P000019549
30272,鲁L69822,2021-11-22 18:21:31,P000072182
30277,鲁L71583,2021-11-22 18:24:24,P000057888
30279,鲁L67621,2021-11-22 18:26:00,P000051729
30282,苏GJ6972,2021-11-22 18:28:00,P000017982
30297,鲁L67183,2021-11-22 18:39:02,P000015227
30299,鲁L65172,2021-11-22 18:40:02,P000055787
30300,鲁L79550,2021-11-22 18:41:01,P000050429
30304,鲁L76170,2021-11-22 18:43:51,P000015400
30305,鲁L58025,2021-11-22 18:44:00,P000051729
30307,苏GD2160,2021-11-22 18:44:13,P000017982
30312,鲁L13333,2021-11-22 18:48:02,P000055787
30314,鲁L60055,2021-11-22 18:50:07,P000021313
30317,琼E13276,2021-11-22 18:53:29,P000051288
30320,鲁UF7053,2021-11-22 18:54:31,P000024571
30324,鲁L65153,2021-11-22 18:57:31,P000072182
30326,苏GN2526,2021-11-22 19:00:00,P000017904
30329,鲁L16333,2021-11-22 19:02:00,P000051729
30336,鲁L58951,2021-11-22 19:06:31,P000017764
30343,苏GY1505,2021-11-22 19:16:00,P000019549
30344,苏GY1505,2021-11-22 19:16:00,P000061093
30353,鲁H71H01,2021-11-22 19:21:06,P000024571
30354,鲁L91380,2021-11-22 19:22:00,P000051729
30368,鲁L91668,2021-11-22 19:28:12,P000017760
30371,鲁L73130,2021-11-22 19:29:02,P000015400
30373,鲁L69272,2021-11-22 19:30:32,P000017764
30378,鲁L67653,2021-11-22 19:35:31,P000017764
30379,鲁L68072,2021-11-22 19:36:02,P000014202
30382,鲁L63851,2021-11-22 19:39:31,P000017764
30383,鲁L69653,2021-11-22 19:39:36,P000017764
30390,鲁Q526JE,2021-11-22 19:44:15,P000018362
30400,鲁L68207,2021-11-22 19:55:43,P000017764
30401,苏GM7230,2021-11-22 19:55:49,P000017904
30405,鲁UF5987,2021-11-22 19:57:36,P000072182
30407,鲁L13595,2021-11-22 19:59:16,P000014202
30427,鲁UT6762,2021-11-22 20:14:09,P000072182
30432,鲁L86710,2021-11-22 20:19:31,P000050429
30435,鲁L85751,2021-11-22 20:20:06,P000061093
30436,鲁L79366,2021-11-22 20:21:32,P000017954
30440,鲁L76625,2021-11-22 20:25:02,P000024571
30441,鲁L98321,2021-11-22 20:27:02,P000050429
30444,鲁L67103,2021-11-22 20:28:01,P000042106
30445,鲁L69260,2021-11-22 20:31:32,P000015059
30449,鲁Q866FY,2021-11-22 20:36:12,P000018362
30465,鲁L83678,2021-11-22 20:48:32,P000019562
30469,鲁L13973,2021-11-22 20:50:45,P000018204
30470,鲁L13973,2021-11-22 20:50:45,P000018204
30471,鲁L90656,2021-11-22 20:51:02,P000050429
30509,鲁L85902,2021-11-22 21:26:31,P000019562
30516,苏GT9806,2021-11-22 21:30:00,P000030233
30541,鲁L39022,2021-11-22 21:47:40,P000050314
30548,鲁L13723,2021-11-22 21:54:00,P000018204
30549,鲁L13723,2021-11-22 21:54:00,P000017982
30551,鲁UR3905,2021-11-22 21:56:02,P000072182
30553,鲁L95963,2021-11-22 21:59:02,P000050429
30554,鲁UF3932,2021-11-22 22:01:02,P000055551
30555,鲁L12822,2021-11-22 22:02:02,P000042106
30564,鲁L85550,2021-11-22 22:13:32,P000050429
30568,鲁L39270,2021-11-22 22:15:17,P000050314
30590,鲁L70623,2021-11-22 22:42:00,P000017982
30591,鲁UP8116,2021-11-22 22:42:32,P000024571
30601,鲁L92226,2021-11-22 22:51:32,P000024571
30639,鲁L79950,2021-11-22 23:15:02,P000015059
30652,鲁UN1637,2021-11-22 23:33:02,P000072182
30656,鲁L15623,2021-11-22 23:36:00,P000017982
30679,鲁L68288,2021-11-23 00:18:00,P000051288
30681,苏GK2600,2021-11-23 00:18:18,P000017982
30693,鲁L93195,2021-11-23 00:36:31,P000015400
30706,鲁UF3387,2021-11-23 00:57:02,P000024571
30721,鲁L97810,2021-11-23 01:16:31,P000015400
30722,鲁L70676,2021-11-23 01:18:02,P000019562
30732,鲁UW7761,2021-11-23 01:38:31,P000072182
30738,鲁UV0185,2021-11-23 01:45:31,P000072182
30745,鲁L68820,2021-11-23 01:58:02,P000019562
30776,鲁L58318,2021-11-23 02:44:00,P000051729
30778,鲁L79123,2021-11-23 02:50:00,P000051729
30830,鲁L67903,2021-11-23 04:23:32,P000055787
30841,苏GG6099,2021-11-23 04:46:00,PS10000506
30842,鲁L63875,2021-11-23 04:46:02,P000055787
30874,鲁L91668,2021-11-23 05:41:02,P000021313
30881,鲁L67973,2021-11-23 05:45:03,P000021313
30883,鲁L90800,2021-11-23 05:46:00,P000051729
30889,苏GN3229,2021-11-23 05:54:00,P000017982
30892,鲁L69260,2021-11-23 05:56:02,P000039906
30899,鲁UF7053,2021-11-23 06:04:02,P000043918
30904,鲁L68980,2021-11-23 06:11:32,P000055787
30905,苏GL8015,2021-11-23 06:12:00,P000019549
30906,苏GL8015,2021-11-23 06:12:00,P000061093
30910,苏GB3319,2021-11-23 06:16:00,P000019549
30911,苏GB3319,2021-11-23 06:16:00,P000061093
30913,鲁L76625,2021-11-23 06:16:31,P000043918
30921,苏GV2010,2021-11-23 06:22:00,P000019549
30922,苏GV2010,2021-11-23 06:22:00,P000061093
30923,苏GR8369,2021-11-23 06:24:00,P000061093
30924,苏GR8369,2021-11-23 06:24:00,P000019549
30926,苏GP5912,2021-11-23 06:26:00,P000061093
30927,苏GP5912,2021-11-23 06:26:00,P000019549
30928,鲁L58317,2021-11-23 06:28:00,P000051729
30929,鲁L65172,2021-11-23 06:28:31,P000021313
30933,鲁L58361,2021-11-23 06:35:27,P000051729
30936,鲁L70695,2021-11-23 06:40:32,P000019562
30939,苏GT3562,2021-11-23 06:44:00,P000061093
30940,苏GT3562,2021-11-23 06:44:00,P000019549
30943,苏GZ9793,2021-11-23 06:46:00,P000061093
30944,苏GZ9793,2021-11-23 06:46:00,P000019549
30955,鲁L72222,2021-11-23 06:58:00,P000061093
30956,鲁L72222,2021-11-23 06:58:00,P000019549
30958,鲁L65072,2021-11-23 06:58:18,P000061093
30959,鲁L65072,2021-11-23 06:58:18,P000019549
30966,鲁L69152,2021-11-23 07:12:31,P000055787
30976,鲁L75560,2021-11-23 07:23:01,P000055551
30979,苏GU9223,2021-11-23 07:30:00,P000019549
30980,苏GU9223,2021-11-23 07:30:00,P000061093
30982,苏GS8265,2021-11-23 07:32:00,P000019549
30983,苏GS8265,2021-11-23 07:32:00,P000061093
30984,苏GL3067,2021-11-23 07:32:04,P000061093
30985,苏GL3067,2021-11-23 07:32:04,P000019549
30994,鲁L73035,2021-11-23 07:39:31,P000043918
30996,鲁L72278,2021-11-23 07:48:00,P000019549
30997,鲁L72278,2021-11-23 07:48:00,P000061093
31012,鲁H95W02,2021-11-23 08:12:00,P000019549
31013,鲁H95W02,2021-11-23 08:12:00,P000061093
31019,鲁UF5987,2021-11-23 08:18:02,P000043918
31023,鲁L13613,2021-11-23 08:22:00,P000017982
31028,鲁L79089,2021-11-23 08:25:02,P000043918
31039,鲁H58X57,2021-11-23 08:30:07,P000019549
31040,鲁H58X57,2021-11-23 08:30:07,P000061093
31045,鲁L85797,2021-11-23 08:34:12,P000051729
31058,鲁Q958JE,2021-11-23 08:46:00,P000061093
31059,鲁Q958JE,2021-11-23 08:46:00,P000019549
31062,苏GD3030,2021-11-23 08:54:00,P000017982
31068,鲁L61106,2021-11-23 08:58:54,P000051729
31071,鲁L77518,2021-11-23 09:02:02,P000015622
31072,苏GS6821,2021-11-23 09:05:57,P000061093
31074,琼E14289,2021-11-23 09:06:00,P000018362
31075,鲁L86785,2021-11-23 09:07:02,P000015622
31083,鲁L79106,2021-11-23 09:12:16,P000051729
31087,鲁Q669EX,2021-11-23 09:14:00,P000017982
31088,鲁L78667,2021-11-23 09:16:02,P000015400
31090,鲁L86597,2021-11-23 09:18:02,P000039906
31095,鲁UT6762,2021-11-23 09:27:31,P000043918
31097,鲁UP8116,2021-11-23 09:29:31,P000043918
31100,鲁Q220EX,2021-11-23 09:32:00,P000061093
31101,鲁Q220EX,2021-11-23 09:32:00,P000019549
31102,鲁L56600,2021-11-23 09:32:02,P000015400
31104,鲁H81Z78,2021-11-23 09:34:00,P000018362
31105,鲁H81Z78,2021-11-23 09:34:00,P000018362
31114,鲁L98281,2021-11-23 09:39:31,P000015400
31118,鲁Q288ES,2021-11-23 09:44:00,P000061093
31119,鲁Q288ES,2021-11-23 09:44:00,P000019549
31126,鲁Q879GG,2021-11-23 09:48:00,P000061093
31127,鲁Q879GG,2021-11-23 09:48:00,P000019549
31128,鲁L69580,2021-11-23 09:51:31,P000014202
31130,鲁Q307EU,2021-11-23 09:52:00,P000019549
31131,鲁Q307EU,2021-11-23 09:52:00,P000061093
31136,鲁L98321,2021-11-23 09:54:02,P000015622
31141,鲁L97859,2021-11-23 09:57:31,P000015400
31145,鲁L76993,2021-11-23 10:02:31,P000015400
31180,鲁Q375KU,2021-11-23 10:20:00,P000019549
31181,鲁Q375KU,2021-11-23 10:20:00,P000061093
31183,鲁L88817,2021-11-23 10:23:02,P000014202
31184,鲁Q788GQ,2021-11-23 10:24:00,P000051729
31188,鲁L99737,2021-11-23 10:29:01,P000021313
31199,苏GW1036,2021-11-23 10:36:00,P000017982
31205,鲁L83198,2021-11-23 10:40:31,P000043918
31207,鲁Q161KC,2021-11-23 10:43:00,P000061093
31208,鲁Q262KD,2021-11-23 10:44:00,P000051729
